(0.049597377824394939,-1.6018230443549991e-06)
(0.049597377461652437,-8.4407740987731585e-06)
(0.049597375564318001,-2.0748097174722318e-05)
(0.049597369996090324,-3.8532567869001093e-05)
(0.049597357664239401,-6.1803254237045727e-05)
(0.049597334512027032,-9.0571664275676875e-05)
(0.049597295508748397,-0.00012485195335338155)
(0.049597234637388021,-0.0001646609690912304)
(0.049597144879860861,-0.00021001827001920783)
(0.049597018199801148,-0.00026094613888603973)
(0.049596845522866723,-0.00031746959521953617)
(0.049596616714500608,-0.00037961640839799337)
(0.049596320555124647,-0.00044741711161894632)
(0.049595944712679703,-0.00052090501687602629)
(0.049595475712474663,-0.00060011623095337127)
(0.049594898904267971,-0.00068508967240234501)
(0.049594198426509591,-0.00077586708944251521)
(0.049593357167669827,-0.00087249307871364087)
(0.049592356724571018,-0.00097501510479360443)
(0.049591177357631765,-0.0010834835203865842)
(0.049589797942934728,-0.0011979515870757919)
(0.049588195921018707,-0.0013184754965241787)
(0.049586347242287526,-0.0014451143919961562)
(0.049584226308935539,-0.001577930390061917)
(0.049581805913269848,-0.0017169886023339486)
(0.049579057172317594,-0.0018623571570733656)
(0.049575949458593581,-0.0020141072204899421)
(0.049572450326905541,-0.0021723130175468884)
(0.049568525437072686,-0.00233705185206647)
(0.049564138472416787,-0.0025084041259180712)
(0.049559251053906697,-0.0026864533570547223)
(0.049553822649810182,-0.00287128619614851)
(0.049547810480729627,-0.003062992441558329)
(0.049541169419874999,-0.0032616650523471652)
(0.04953385188845448,-0.0034674001590490715)
(0.049525807746042622,-0.0036802970718681836)
(0.049516984175803955,-0.0039004582859754181)
(0.049507325564452642,-0.0041279894835514674)
(0.049496773376833475,-0.0043629995322066973)
(0.049485266025018043,-0.0046056004793929234)
(0.049472738731826719,-0.0048559075424073339)
(0.049459123388700177,-0.0051140390935706598)
(0.04944434840784815,-0.0053801166401513884)
(0.04942833856864539,-0.0056542647985943009)
(0.049411014858242383,-0.0059366112625999995)
(0.049392294306408908,-0.0062272867645955417)
(0.049372089814630565,-0.0065264250301283241)
(0.049350309979542449,-0.0068341627247143722)
(0.049326858910797695,-0.0071506393926687849)
(0.049301636043519809,-0.0074759973874519783)
(0.049274535945541771,-0.0078103817930698571)
(0.049245448119674996,-0.008153940336078724)
(0.049214256801314735,-0.0085068232877562235)
(0.049180840751749881,-0.0088691833560254011)
(0.049145073047615527,-0.0092411755667327622)
(0.049106820866991786,-0.0096229571339169137)
(0.049065945272732024,-0.01001468731872892)
(0.049022300993697886,-0.010416527276705343)
(0.048975736204637972,-0.010828639893126962)
(0.048926092305563787,-0.011251189606241559)
(0.048873203701553972,-0.011684342218167979)
(0.04881689758400979,-0.012128264693339531)
(0.048756993714489015,-0.012583124944385918)
(0.048693304212327204,-0.013049091605395628)
(0.048625633347361516,-0.013526333792520833)
(0.048553777339137912,-0.014015020851931022)
(0.048477524164082846,-0.014515322095121111)
(0.04839665337218476,-0.015027406521600365)
(0.048310935914794767,-0.0155514425289675)
(0.048220133985205665,-0.016087597610358648)
(0.048124000873699349,-0.016636038039210051)
(0.048022280838796887,-0.017196928541200911)
(0.047914708996408879,-0.017770431953160727)
(0.047801011228602995,-0.018356708868590355)
(0.047680904113649815,-0.018955917269307416)
(0.047554094878951243,-0.019568212142536498)
(0.047420281378386303,-0.020193745082547374)
(0.047279152095507711,-0.020832663875703986)
(0.047130386173897448,-0.02148511206748447)
(0.046973653475880929,-0.022151228509731224)
(0.046808614670635948,-0.022831146886019282)
(0.046634921352595352,-0.02352499521264521)
(0.046452216190890877,-0.024232895312320746)
(0.046260133110431929,-0.024954962257186016)
(0.046058297505086131,-0.02569130377727492)
(0.04584632648330586,-0.026442019630034532)
(0.045623829146459273,-0.027207200925944409)
(0.045390406900074134,-0.027986929404685265)
(0.045145653798196475,-0.028781276655675106)
(0.044889156921125543,-0.029590303276112992)
(0.044620496786911518,-0.030414057958954674)
(0.044339247797212253,-0.031252576502474011)
(0.044044978718420072,-0.032105880732233139)
(0.043737253199397849,-0.032973977325405135)
(0.043415630327719591,-0.033856856526441464)
(0.043079665227030405,-0.034754490742061821)
(0.042728909699031592,-0.03566683300247539)
(0.042362912914685483,-0.036593815274605007)
(0.041981222160545853,-0.037535346611925445)
(0.041583383647675616,-0.038491311124339435)
(0.041168943392439053,-0.039461565750340599)
(0.040737448180560493,-0.040445937812604922)
(0.040288446628258721,-0.041444222337157277)
(0.039821490356955792,-0.042456179115436705)
(0.039336135301080696,-0.04348152948805184)
(0.038831943171755347,-0.044519952828829729)
(0.038308483102650781,-0.045571082708051165)
(0.037765333507987338,-0.046634502714653261)
(0.037202084186405929,-0.047709741918784056)
(0.036618338708157401,-0.048796269958533492)
(0.036013717126610625,-0.049893491738114859)
(0.035387859058265851,-0.051000741729298686)
(0.034740427178094425,-0.05211727787366615)
(0.034071111178859845,-0.05324227509034004)
(0.033379632243835416,-0.05437481840233354)
(0.032665748081763028,-0.055513895704585085)
(0.031929258570639947,-0.056658390208173981)
(0.031170012052701302,-0.057807072608011031)
(0.030387912316431828,-0.058958593035538472)
(0.029582926292297813,-0.060111472873404487)
(0.02875509247683369,-0.061264096525612217)
(0.027904530084495713,-0.062414703253991288)
(0.027031448908137138,-0.063561379209773117)
(0.026136159846938848,-0.064702049807144585)
(0.025219086035205968,-0.065834472603612623)
(0.024280774476839687,-0.066956230869307298)
(0.023321908058988903,-0.068064728043538344)
(0.022343317785246189,-0.069157183291500404)
(0.021345995035089927,-0.070230628386366289)
(0.020331103624001201,-0.071281906151522328)
(0.019299991410430324,-0.072307670703564461)
(0.018254201174917949,-0.073304389737925801)
(0.017195480487225665,-0.074268349094360628)
(0.016125790283666321,-0.075195659827262631)
(0.015047311903142643,-0.076082267983854368)
(0.013962452379500971,-0.076923967259185835)
(0.01287384785990664,-0.077716414648136237)
(0.011784365109730684,-0.078455149149141215)
(0.01069710116339033,-0.079135613491615631)
(0.0096153812694890917,-0.079753178760719037)
(0.0085427553313500281,-0.080303171684522792)
(0.0074829930280557264,-0.080780904239593374)
(0.0064400776815822921,-0.08118170513554325)
(0.005418198682507645,-0.08150095267481143)
(0.0044217418847025828,-0.081734108469251818)
(0.0034552768385479262,-0.08187675154513846)
(0.0025235390991486728,-0.0819246124900741)
(0.0016314052089904105,-0.0818736074831211)
(0.00078385744215004217,-0.081719872280987399)
(-1.4064835505480415e-05,-0.08145979647018356)
(-0.00075733013287882964,-0.081090058487742783)
(-0.0014409983112274964,-0.080607662010005535)
(-0.0020603233988384121,-0.080009974269817902)
(-0.002610874676076679,-0.079294766671992936)
(-0.0030886727262459997,-0.078460257754689539)
(-0.0034903348640448416,-0.077505158145293962)
(-0.0038132223852406001,-0.076428716764431276)
(-0.0040555807797653535,-0.075230767227115317)
(-0.0042166636743424775,-0.073911773243034121)
(-0.0042968319210261912,-0.072472871855406282)
(-0.0042976208368031912,-0.070915913556192575)
(-0.0042217708674104687,-0.069243498606619047)
(-0.0040732195211096696,-0.067459009180395768)
(-0.003857054886318509,-0.065566637130852895)
(-0.0035794330489799758,-0.063571407168707003)
(-0.0032474630262624678,-0.061479194943956122)
(-0.0028690633937377662,-0.059296738889629899)
(-0.002452794821088549,-0.057031643681835976)
(-0.0020076727239582994,-0.054692371873553594)
(-0.0015429648071923854,-0.052288218933719162)
(-0.0010679798731477042,-0.049829266093116165)
(-0.00059185674899924433,-0.047326305786882066)
(-0.00012336446205481888,-0.044790736710005635)
(0.00032927500002462214,-0.042234429577231003)
(0.00075853353953360912,-0.039669569578956093)
(0.0011576927998632035,-0.037108485332897248)
(0.0015209363025624086,-0.034563475029365263)
(0.0018434285905271344,-0.032046638128420409)
(0.0021213868049138446,-0.029569717068824518)
(0.0023521368272659579,-0.02714395033092)
(0.002534132934815022,-0.024779936853755461)
(0.0026669203951906256,-0.022487512467893916)
(0.0027510449711784964,-0.020275644391345972)
(0.0027879543063196745,-0.018152363401391657)
(0.0027799582137244859,-0.016124766758793391)
(0.0027302746837112846,-0.014199112388204111)
(0.0026430900943480765,-0.012380972428313352)
(0.0025234887245626442,-0.010675362663794494)
(0.0023771505642736618,-0.0090867795023574071)
(0.002209862495656488,-0.0076191538099287847)
(0.0020270105811433054,-0.0062757840057891543)
(0.0018332087761324157,-0.0050592966131460951)
(0.0016321029076208839,-0.0039716677088929607)
(0.0014263312869284663,-0.0030143190312291487)
(0.0012176516761256847,-0.0021882213078224461)
(0.0010071927800574391,-0.001493961741194697)
(0.00079569782321650445,-0.00093182832138560595)
(0.00058367396254468452,-0.00050192233757276458)
(0.00037147334623645242,-0.00020425618844909782)
(0.00015956718991039356,-3.8773652335994951e-05)
